Finn_code	finn_pheno	UK_code	UK_pheno	score	priority	finn_SNP_n	uk_SNP_n	meta_SNP_n	shared_SNP_fu_n	shared_SNP_fm_n	shared_SNP_um_n	shared_SNP_fum_n	uk_clump_n	finn_clump_n	meta_clump_n	intersect_clump_fu_n	intersect_clump_fm_n	intersect_clump_um_n	intersect_clump_fum_n
I9_OTHOTH	Other other unspecified disorders of the circulatory system	Q28	Other congenital malformations of circulatory system	0.79123842716217	*	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
I9_PERICARD	Pericarditis	I30	Acute pericarditis	0.864651203155518	*	0	0	0	0	0	0	0	0	0	0	0	0	0	0
I9_PULMHEART	Pulmonary heart disease, diseases of pulmonary circulation	40001_J441	Chronic obstructive pulmonary disease with acute exacerbation, unspecified	0.751562297344208	*	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
I9_PULMHEART	Pulmonary heart disease, diseases of pulmonary circulation	40001_J440	Chronic obstructive pulmonary disease with acute lower respiratory infection	0.730579257011414	*	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
I9_PULMHEART	Pulmonary heart disease, diseases of pulmonary circulation	40001_J449	Chronic obstructive pulmonary disease, unspecified	0.710278689861298	*	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
I9_PULMOTHHD	Other pulmonary heart/vessel disease	J44	Other chronic obstructive pulmonary disease	0.713240385055542	*	0	86	5	0	0	5	0	3	0	1	0	0	1	1
I9_RHEUVALV	Rheumatic valve diseases	I05	Rheumatic mitral valve diseases	0.785323023796081	*	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
I9_RHEUVALV	Rheumatic valve diseases	I35	Nonrheumatic aortic valve disorders	0.766343593597412	*	1	11	0	0	0	0	0	4	1	0	0	0	0	0
I9_RHEUVALV	Rheumatic valve diseases	I08	Multiple valve diseases	0.735449910163879	*	1	0	0	0	0	0	0	0	1	0	0	0	0	0
I9_VASCSYND	Vascular syndromes of brain in cerebrovascular disorders	I67	Other cerebrovascular diseases	0.709520518779755	*	0	0	0	0	0	0	0	0	0	0	0	0	0	0
J10_LOWCHRON	Chronic lower respiratory diseases	40001_J440	Chronic obstructive pulmonary disease with acute lower respiratory infection	0.766459882259369	*	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
J10_LOWERINF	Other acute lower respiratory infections	40001_J988	Other specified respiratory disorders	0.708686530590057	*	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
J10_RESPIRATORY	Diseases of the respiratory system	40001_J440	Chronic obstructive pulmonary disease with acute lower respiratory infection	0.72498494386673	*	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
K11_ATROPHY_SALIVARY_GLAND	Atrophy of salivary gland	K11	Diseases of salivary glands	0.702223837375641	*	2	0	1	0	0	0	0	0	1	1	0	0	0	0
K11_DISOESINOTH	Disorders of oesophagus in diseases classified elsewhere	K20	Oesophagitis	0.71486222743988	*	0	1	8	0	0	0	0	1	0	1	0	0	0	0
K11_DISOESINOTH	Disorders of oesophagus in diseases classified elsewhere	C15	Malignant neoplasm of oesophagus	0.702597796916962	*	0	0	1	0	0	0	0	0	0	1	0	0	0	0
K11_FUNCDYSP	Functional dyspepsia	K30	Dyspepsia	0.7237788438797	*	24	0	0	0	0	0	0	0	1	0	0	0	0	0
K11_IMPACTED_TEETH	Impacted teeth	K08	Other disorders of teeth and supporting structures	0.7238689661026	*	1	2	0	0	0	0	0	2	1	0	0	0	0	0
K11_LIVER	Diseases of liver	C22	Malignant neoplasm of liver and intrahepatic bile ducts	0.803523123264313	*	115	0	78	0	77	0	0	0	5	1	0	1	0	0
K11_LIVER	Diseases of liver	K70	Alcoholic liver disease	0.752978563308716	*	115	19	103	15	90	15	15	1	5	2	1	1	1	1
K11_PERITONITIS	Acute peritonitis	K65	Peritonitis	0.843824684619904	*	99	0	0	0	0	0	0	0	1	0	0	0	0	0
K11_TEETH_HARD	Other diseases of hard tissues of teeth	K08	Other disorders of teeth and supporting structures	0.773486137390137	*	1	2	0	0	0	0	0	2	0	0	0	0	0	0
K11_TOXLIV	Toxic liver disease	K76	Other diseases of liver	0.720718443393707	*	0	4	0	0	0	0	0	3	0	0	0	0	0	0
L12_FACTITIALDERMAT	Factitial dermatitis	L30	Other dermatitis	0.733150124549866	*	0	0	0	0	0	0	0	0	0	0	0	0	0	0
L12_HYPETROPHICSCAR	Hypertrophic scar	L91	Hypertrophic disorders of skin	0.798047125339508	*	74	0	0	0	0	0	0	0	4	0	0	0	0	0
L12_INFECT_SKIN	Infections of the skin and subcutaneous tissue	L92	Granulomatous disorders of skin and subcutaneous tissue	0.754562258720398	*	149	0	0	0	0	0	0	0	1	0	0	0	0	0
L12_INFECT_SKIN	Infections of the skin and subcutaneous tissue	R22	Localised swelling, mass and lump of skin and subcutaneous tissue	0.732335269451141	*	149	0	0	0	0	0	0	0	1	0	0	0	0	0
L12_OTHERCONTACT	Other contact dermatitis	L30	Other dermatitis	0.887369394302368	*	3	0	0	0	0	0	0	0	1	0	0	0	0	0
L12_RADIATIONRELATEDSKIN	Radiation-related disorders of the skin and subcutaneous tissue	L08	Other local infections of skin and subcutaneous tissue	0.739950358867645	*	1439	0	585	0	585	0	0	0	18	4	0	4	0	0
L12_RADIATIONRELATEDSKIN	Radiation-related disorders of the skin and subcutaneous tissue	L57	Skin changes due to chronic exposure to nonionising radiation	0.723473131656647	*	1439	65	860	51	773	50	50	4	18	22	3	15	4	4
L12_RADIATIONRELATEDSKIN	Radiation-related disorders of the skin and subcutaneous tissue	L92	Granulomatous disorders of skin and subcutaneous tissue	0.71036696434021	*	1439	0	359	0	359	0	0	0	18	7	0	6	0	0
L12_SKIN	Diseases of the skin and subcutaneous tissue	L08	Other local infections of skin and subcutaneous tissue	0.838890910148621	*	1053	0	128	0	124	0	0	0	9	4	0	4	0	0
L12_SKIN	Diseases of the skin and subcutaneous tissue	L92	Granulomatous disorders of skin and subcutaneous tissue	0.784822702407837	*	1053	0	654	0	417	0	0	0	9	8	0	6	0	0
L12_SKIN	Diseases of the skin and subcutaneous tissue	L98	Other disorders of skin and subcutaneous tissue, not elsewhere classified	0.74871963262558	*	1053	1	10	0	10	0	0	0	9	0	0	0	0	0
L12_URTICA_IDIOPAT	Idiopathic urticaria	L50	Urticaria	0.705522954463959	*	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M13_ARTHINOTH	Arthropathies in other diseases classified elsewhere	M19	Other arthrosis	0.744936585426331	*	1041	3	11	0	3	0	0	2	5	2	0	1	0	0
M13_CARTILAGE	Other articular cartilage disorders	M94	Other disorders of cartilage	0.917279422283173	*	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M13_DEQUERVAIN	Radial styloid tenosynovitis [de Quervain]	M65	Synovitis and tenosynovitis	0.730204701423645	*	0	6	0	0	0	0	0	1	0	0	0	0	0	0
M13_DORSOPATHY	Dorsopathies	M54	Dorsalgia	0.731278836727142	*	2122	27	508	0	508	0	0	2	31	4	0	4	0	0
M13_FINGERDEFORM	Deformity of finger(s)	M20	Acquired deformities of fingers and toes	0.797910511493683	*	0	4	2	0	0	0	0	2	0	1	0	0	0	0
M13_JUVEARTH	Other juvenile arthritis	M13	Other arthritis	0.733393132686615	*	4717	0	411	0	411	0	0	0	31	5	0	5	0	0
M13_MUSCULOSKELEOTH	Other disorders of the musculoskeletal system and connective tissue	M35	Other systemic involvement of connective tissue	0.77340430021286	*	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M13_MUSCULOSKELETAL	Diseases of the musculoskeletal system and connective tissue	M95	Other acquired deformities of musculoskeletal system and connective tissue	0.709014415740967	*	2424	0	165	0	165	0	0	0	34	2	0	2	0	0
M13_OSTEOPOROSIS	Osteoporosis	M80	Osteoporosis with pathological fracture	0.772703051567078	*	5	2	0	0	0	0	0	1	1	0	0	0	0	0
M13_OSTEOPOROSIS	Osteoporosis	M81	Osteoporosis without pathological fracture	0.737731516361237	*	5	0	5	0	0	0	0	0	1	2	0	0	0	0
M13_OSTEOPOROSIS	Osteoporosis	M87	Osteonecrosis	0.727083086967468	*	5	0	0	0	0	0	0	0	1	0	0	0	0	0
M13_OTHERBONE	Otherdisorders of bone	M85	Other disorders of bone density and structure	0.778658926486969	*	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M13_OTHERBONE	Otherdisorders of bone	M84	Disorders of continuity of bone	0.748793065547943	*	0	2	0	0	0	0	0	2	0	0	0	0	0	0
M13_RHEUMA	Rheumatoid arthritis	M05	Seropositive rheumatoid arthritis	0.811980962753296	*	16426	3290	9401	2110	8863	2098	2012	5	32	18	4	18	4	4
M13_RHEUMA_INCLAVO	Rheumatoid arthritis	M05	Seropositive rheumatoid arthritis	0.811980962753296	*	17040	3290	10467	2110	9973	2094	2012	5	33	22	4	22	5	6
M13_SHOULDERBURSITIS	Bursitis of shoulder	M75	Shoulder lesions	0.705573379993439	*	0	6	0	0	0	0	0	0	0	0	0	0	0	0
M13_SPONDYLOPATHINOTH	Spondylopathies in diseases classified elsewhere	M46	Other inflammatory spondylopathies	0.778451681137085	*	0	6	8	0	0	6	0	1	0	1	0	0	1	1
M13_SYNOTEND	Disorders of synovium and tendon	M66	Spontaneous rupture of synovium and tendon	0.727769732475281	*	2	1	0	0	0	0	0	1	0	0	0	0	0	0
M13_TOEDEFORMOTH	Other deformities of toe(s)	M20	Acquired deformities of fingers and toes	0.812539517879486	*	0	4	108	0	0	1	0	2	0	3	0	0	0	0
MIGRAINE_UNSPE	Migraine, unspecified, drug-induced	G43	Migraine	0.71077823638916	*	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MYCOBLUNGATYPICA	Atypical mycobacterium lung infection	R91	Abnormal findings on diagnostic imaging of lung	0.71427595615387	*	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MYELOPROF	Myeloproliferative diseases	40001_C900	Multiple myeloma	0.74125599861145	*	613	0	515	0	515	0	0	0	18	4	0	4	0	0
N14_ACUTENEPHRITIC	Acute nephritic syndrome	N05	Unspecified nephritic syndrome	0.758120059967041	*	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
N14_BARTHOCYS	Cyst of Bartholin Gland	N75	Diseases of Bartholin's gland	0.77934741973877	*	0	1	0	0	0	0	0	1	0	0	0	0	0	0
N14_CHRONEPHROPATH	Chronic nephritic syndrome	N05	Unspecified nephritic syndrome	0.790935099124908	*	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
N14_CHRONKIDNEYDIS	Chronic kidney disease	N18	Chronic renal failure	0.727688848972321	*	164	0	62	0	59	0	0	0	3	3	0	3	0	0
N14_CHRONKIDNEYDIS	Chronic kidney disease	N17	Acute renal failure	0.70828127861023	*	164	0	14	0	13	0	0	0	3	1	0	1	0	0
N14_DISIMPAIRRENTUB	Disorders resulting from impaired renal tubular function	N17	Acute renal failure	0.747076511383056	*	0	0	1	0	0	0	0	0	0	1	0	0	0	0
N14_ENDOMETRIOSIS_OVARY	Endometriosis of ovary	N80	Endometriosis	0.778415262699127	*	826	2	76	0	72	0	0	1	16	4	0	4	0	0
N14_ENDOMETRIOSIS_PELVICPERITONEUM	Endometriosis of pelvic peritoneum	N80	Endometriosis	0.794954240322113	*	265	2	49	0	39	0	0	1	9	4	0	2	0	0
N14_ENDOMETRIOSIS_UTERUS	Endometriosis of uterus	N80	Endometriosis	0.798299908638001	*	66	2	2	0	0	0	0	1	3	2	0	0	0	0
N14_FEMALEGENNONINF	Noninflammatory disorders of female genital tract	N89	Other noninflammatory disorders of vagina	0.725255906581879	*	163	0	1	0	0	0	0	0	10	1	0	0	0	0
N14_INFLUTH	Inflammatory disease of uterus	N72	Inflammatory disease of cervix uteri	0.78477817773819	*	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N14_KIDUROTH	Other disorders of kidney and ureter	N20	Calculus of kidney and ureter	0.767708897590637	*	0	168	23	0	0	23	0	6	0	2	0	0	2	2
N14_MALEGEN	Diseases of male genital organs	R86	Abnormal findings in specimens from male genital organs	0.772294998168945	*	22	0	0	0	0	0	0	0	2	0	0	0	0	0
N14_MALEGEN	Diseases of male genital organs	N49	Inflammatory disorders of male genital organs, not elsewhere classified	0.755739510059357	*	22	2	0	0	0	0	0	0	2	0	0	0	0	0
O15_ABORT_UNS	Unspecified abortion	O04	Medical abortion	0.74363499879837	*	3	2	3	0	0	1	0	1	2	2	0	0	1	1
O15_BREAST_LACT_OTHER_DIS	Other disorders of breast and lactation associated with childbirth	N64	Other disorders of breast	0.776435017585754	*	0	2	0	0	0	0	0	1	0	0	0	0	0	0
O15_COMPLIC_PUERP	Complications predominantly related to the puerperium	O90	Complications of the puerperium, not elsewhere classified	0.751598596572876	*	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
O15_EXIST_HYPERT_COMPLIC	Pre-existing hypertension complicating pregnancy, childbirth and the puerperium	O99	Other maternal diseases classifiable elsewhere but complicating pregnancy, childbirth and the puerperium	0.76344758272171	*	10	1	0	0	0	0	0	1	1	0	0	0	0	0
O15_MATERN_CARE	Maternal care related to the fetus and amniotic cavity and possible delivery problems	O36	Maternal care for other known or suspected foetal problems	0.793550610542297	*	2	1	0	0	0	0	0	0	1	0	0	0	0	0
O15_MATERN_INFECT_ELSEWHERE	Maternal infectious and parasitic diseases classifiable elsewhere but complicating pregnancy, childbirth and  the puerperium	O99	Other maternal diseases classifiable elsewhere but complicating pregnancy, childbirth and the puerperium	0.87050998210907	*	0	1	1	0	0	0	0	1	0	1	0	0	0	0
O15_OEDEM_PROTUR_HYPERT	Oedema, proteinuria and hypertensive disorders in pregnancy, childbirth and the puerperium	O14	Gestational [pregnancy-induced] hypertension with significant proteinuria	0.758053243160248	*	58	0	0	0	0	0	0	0	7	0	0	0	0	0
Q17_CONGEN_MALFO_AORTIC_MITRAL_VALVES	Congenital malformations of aortic and mitral valves	40001_I359	Aortic valve disorder, unspecified	0.766301870346069	*	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q17_CONGEN_MALFO_GENITAL_ORGANS	Congenital malformations of genital organs	R87	Abnormal findings in specimens from female genital organs	0.74120819568634	*	0	0	1	0	0	0	0	0	0	1	0	0	0	0
Q17_CONGEN_MALFO_GENITAL_ORGANS	Congenital malformations of genital organs	R86	Abnormal findings in specimens from male genital organs	0.732891619205475	*	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q17_CONGEN_MALFO_NERVOUS_SYSTEM	Congenital malformations of the nervous system	R90	Abnormal findings on diagnostic imaging of central nervous system	0.720442950725555	*	0	4	1	0	0	0	0	1	0	1	0	0	0	0
Q17_OTHER_CONGEN_MALFO	Other congenital malformations	Q28	Other congenital malformations of circulatory system	0.84532642364502	*	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q17_OTHER_CONGEN_MALFO	Other congenital malformations	Q82	Other congenital malformations of skin	0.777238607406616	*	0	1	0	0	0	0	0	1	0	0	0	0	0	0
Q17_OTHER_CONGEN_MALFO_DIGES_SYSTEM1	Other congenital malformations of the digestive system	K92	Other diseases of digestive system	0.715909957885742	*	62	1	0	0	0	0	0	1	12	0	0	0	0	0
Q17_OTHER_CONGEN_MALFO_EAR	Other congenital malformations of ear	H61	Other disorders of external ear	0.783621907234192	*	0	2	1	0	0	0	0	2	0	1	0	0	0	0
Q17_OTHER_CONGEN_MALFO_EAR	Other congenital malformations of ear	H83	Other diseases of inner ear	0.763754189014435	*	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q17_OTHER_CONGEN_MALFO_EAR	Other congenital malformations of ear	H74	Other disorders of middle ear and mastoid	0.763011991977692	*	0	0	2	0	0	0	0	0	0	1	0	0	0	0
Q17_OTHER_CONGEN_MALFO_INTESTINE	Other congenital malformations of intestine	K63	Other diseases of intestine	0.776793003082275	*	0	149	50	0	0	50	0	3	0	2	0	0	2	2
Q17_OTHER_CONGEN_MALFO_INTESTINE	Other congenital malformations of intestine	K59	Other functional intestinal disorders	0.745030224323273	*	0	0	1	0	0	0	0	0	0	1	0	0	0	0
Q17_OTHER_CONGEN_MALFO_MALE_GENITAL_ORGANS	Other congenital malformations of male genital organs	N50	Other disorders of male genital organs	0.892504811286926	*	0	1	0	0	0	0	0	1	0	0	0	0	0	0
Q17_OTHER_CONGEN_MALFO_MALE_GENITAL_ORGANS	Other congenital malformations of male genital organs	R86	Abnormal findings in specimens from male genital organs	0.855130672454834	*	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q17_OTHER_CONGEN_MALFO_NERVOUS_SYSTEM	Other congenital malformations of nervous system	40001_G318	Other specified degenerative diseases of nervous system	0.738144874572754	*	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q17_OTHER_CONGEN_MALFO_PERIP_VASCULAR_SYSTEM	Other congenital malformations of peripheral vascular system	I73	Other peripheral vascular diseases	0.798760056495667	*	0	2	0	0	0	0	0	1	0	0	0	0	0	0
R18_ABNORMAL_FINDI_DIAGNOST_IMAGI_BREAST	Abnormal findings on diagnostic imaging of breast	N64	Other disorders of breast	0.706268727779388	*	0	2	0	0	0	0	0	1	0	0	0	0	0	0
R18_ABNORMAL_SERUM_ENZYME_LEVELS	Abnormal serum enzyme levels	R76	Other abnormal immunological findings in serum	0.702210068702698	*	188	0	5	0	5	0	0	0	11	2	0	2	0	0
R18_HAEMORRHAGE_NOT_ELSEW_CLASSIFIED	Haemorrhage, not elsewhere classified	40001_I619	Intracerebral haemorrhage, unspecified	0.727033495903015	*	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R18_HAEMORRHAGE_NOT_ELSEW_CLASSIFIED	Haemorrhage, not elsewhere classified	O46	Antepartum haemorrhage, not elsewhere classified	0.725600361824035	*	0	8	1	0	0	1	0	1	0	1	0	0	1	1
R18_OTHER_ABNORMAL_FINDI_URINE	Other abnormal findings in urine	N39	Other disorders of urinary system	0.765241980552673	*	0	5	0	0	0	0	0	4	0	0	0	0	0	0
R18_SYMPTOMS_SIGNS_INVOLVI_SKIN_SUBCU_TISSUE	Symptoms and signs involving the skin and subcutaneous tissue	L08	Other local infections of skin and subcutaneous tissue	0.798467576503754	*	0	0	0	0	0	0	0	0	0	0	0	0	0	0
R18_SYMPTOMS_SIGNS_INVOLVI_SKIN_SUBCU_TISSUE	Symptoms and signs involving the skin and subcutaneous tissue	L92	Granulomatous disorders of skin and subcutaneous tissue	0.74152934551239	*	0	0	0	0	0	0	0	0	0	0	0	0	0	0
R18_SYMPTOMS_SIGNS_INVOLVI_SKIN_SUBCU_TISSUE	Symptoms and signs involving the skin and subcutaneous tissue	L98	Other disorders of skin and subcutaneous tissue, not elsewhere classified	0.704826772212982	*	0	1	0	0	0	0	0	0	0	0	0	0	0	0
RHEUMA_OTHER_WIDE	Other (seronegative) rheumatoid arthritis, wide	M06	Other rheumatoid arthritis	0.808953702449799	*	9141	7487	9332	2842	6061	4320	2718	7	32	23	5	25	5	7
RHEUMA_OTHER_WIDE	Other (seronegative) rheumatoid arthritis, wide	M13	Other arthritis	0.741462290287018	*	9141	0	2271	0	2268	0	0	0	32	9	0	9	0	0
RHEUMA_SERONEG	Seronegative rheumatoid arthritis	40001_M069	Rheumatoid arthritis, unspecified	0.730074822902679	*	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RHEU_ARTHRITIS_OTH	Other arthritis (FG)	M00	Pyogenic arthritis	0.709032952785492	*	7277	0	1294	0	1277	0	0	0	25	7	0	6	0	0
ST19_INJURI_ABDOMEN_LOWER_BACK_LUMBAR_SPINE_PELVIS	Injuries to the abdomen, lower back, lumbar spine and pelvis	S30	Superficial injury of abdomen, lower back and pelvis	0.884639203548431	*	4	0	0	0	0	0	0	0	1	0	0	0	0	0
ST19_INJURI_ABDOMEN_LOWER_BACK_LUMBAR_SPINE_PELVIS	Injuries to the abdomen, lower back, lumbar spine and pelvis	S31	Open wound of abdomen, lower back and pelvis	0.831314980983734	*	4	0	0	0	0	0	0	0	1	0	0	0	0	0
ST19_INJURI_ANKLE_FOOT	Injuries to the ankle and foot	S91	Open wound of ankle and foot	0.856332123279572	*	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ST19_INJURI_ANKLE_FOOT	Injuries to the ankle and foot	S93	Dislocation, sprain and strain of joints and ligaments at ankle and foot level	0.773516356945038	*	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ST19_INJURI_ANKLE_FOOT	Injuries to the ankle and foot	S82	Fracture of lower leg, including ankle	0.760062575340271	*	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ST19_INJURI_ELBOW_FOREA	Injuries to the elbow and forearm	S52	Fracture of forearm	0.73426216840744	*	240	273	573	182	224	232	175	4	4	10	2	4	3	4
ST19_INJURI_HEAD	Injuries to the head	S00	Superficial injury of head	0.837223947048187	*	1	1	0	0	0	0	0	1	1	0	0	0	0	0
ST19_INJURI_HEAD	Injuries to the head	S01	Open wound of head	0.735804915428162	*	1	3	0	0	0	0	0	1	1	0	0	0	0	0
ST19_INJURI_KNEE_LOWER_LEG	Injuries to the knee and lower leg	S82	Fracture of lower leg, including ankle	0.788588881492615	*	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ST19_INJURI_KNEE_LOWER_LEG	Injuries to the knee and lower leg	S80	Superficial injury of lower leg	0.77838134765625	*	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ST19_INJURI_KNEE_LOWER_LEG	Injuries to the knee and lower leg	S81	Open wound of lower leg	0.747589349746704	*	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ST19_INJURI_NECK	Injuries to the neck	S12	Fracture of neck	0.827597200870514	*	3	0	0	0	0	0	0	0	1	0	0	0	0	0
ST19_INJURI_SHOUL_UPPER_ARM	Injuries to the shoulder and upper arm	S42	Fracture of shoulder and upper arm	0.898109138011932	*	115	2	0	0	0	0	0	1	3	0	0	0	0	0
ST19_INJURI_THORAX	Injuries to the thorax	S20	Superficial injury of thorax	0.872046589851379	*	3	1	0	0	0	0	0	1	1	0	0	0	0	0
ST19_INJURI_UNSPE_PART_TRUNK_LIMB_BODY_REGION	Injuries to unspecified part of trunk, limb or body region	T14	Injury of unspecified body region	0.705016911029816	*	2	1	1	0	0	0	0	1	2	1	0	0	0	0
ST19_INJURI_WRIST_HAND	Injuries to the wrist and hand	S60	Superficial injury of wrist and hand	0.869612455368042	*	2	0	0	0	0	0	0	0	1	0	0	0	0	0
ST19_INJURI_WRIST_HAND	Injuries to the wrist and hand	S62	Fracture at wrist and hand level	0.861533880233765	*	2	1	10	0	0	0	0	0	1	1	0	0	0	0
ST19_INJURI_WRIST_HAND	Injuries to the wrist and hand	S61	Open wound of wrist and hand	0.836923539638519	*	2	0	0	0	0	0	0	0	1	0	0	0	0	0
ST19_INJURY_MUSCLE_TENDON_ANKLE_FOOT_LEVEL	Injury of muscle and tendon at ankle and foot level	S93	Dislocation, sprain and strain of joints and ligaments at ankle and foot level	0.801708579063416	*	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ST19_INJURY_NERVES_LOWER_LEG_LEVEL	Injury of nerves at lower leg level	S80	Superficial injury of lower leg	0.719135880470276	*	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ST19_OPEN_WOUND_HIP_THIGH	Open wound of hip and thigh	S76	Injury of muscle and tendon at hip and thigh level	0.728592693805695	*	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ST19_OTHER_UNSPE_INJURI_ANKLE_FOOT	Other and unspecified injuries of ankle and foot	S92	Fracture of foot, except ankle	0.727654218673706	*	0	8	9	0	0	5	0	1	0	1	0	0	1	1
ST19_OTHER_UNSPE_INJURI_NECK	Other and unspecified injuries of neck	S12	Fracture of neck	0.75729250907898	*	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ST19_OTHER_UNSPE_INJURI_SHOUL_UPPER_ARM	Other and unspecified injuries of shoulder and upper arm	S42	Fracture of shoulder and upper arm	0.809468328952789	*	0	2	0	0	0	0	0	1	0	0	0	0	0	0
ST19_OTHER_UNSPE_INJURI_THORAX	Other and unspecified injuries of thorax	S20	Superficial injury of thorax	0.782833516597748	*	0	1	0	0	0	0	0	1	0	0	0	0	0	0
ST19_POISO_DRUGS_MEDICAM_BIOLO_SUBST	Poisoning by drugs, medicaments and biological substances	T39	Poisoning by nonopioid analgesics, antipyretics and antirheumatics	0.741176843643189	*	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ST19_POISO_DRUGS_MEDICAM_BIOLO_SUBST	Poisoning by drugs, medicaments and biological substances	T42	Poisoning by antiepileptic, sedative-hypnotic and anti-Parkinsonism drugs	0.729526102542877	*	0	2	0	0	0	0	0	2	0	0	0	0	0	0
ST19_POISO_MEDICI	Poisoning by medicine	T39	Poisoning by nonopioid analgesics, antipyretics and antirheumatics	0.729742467403412	*	1	0	0	0	0	0	0	0	1	0	0	0	0	0
ST19_POISO_MEDICI	Poisoning by medicine	T50	Poisoning by diuretics and other and unspecified drugs, medicaments and biological substances	0.703708112239838	*	1	0	5	0	0	0	0	0	1	1	0	0	0	0
ST19_POISO_MEDICI_ADVERSE	Poisoning by medicine, drug-induced	T39	Poisoning by nonopioid analgesics, antipyretics and antirheumatics	0.769635319709778	*	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ST19_POISO_MEDICI_ADVERSE	Poisoning by medicine, drug-induced	T42	Poisoning by antiepileptic, sedative-hypnotic and anti-Parkinsonism drugs	0.753582656383514	*	0	2	0	0	0	0	0	2	0	0	0	0	0	0
ST19_POISO_MEDICI_ADVERSE	Poisoning by medicine, drug-induced	T40	Poisoning by narcotics and psychodysleptics [hallucinogens]	0.742947995662689	*	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ST19_SUPERF_INJURI_INVOLVI_MULTIPLE_BODY_REGIONS	Superficial injuries involving multiple body regions	T14	Injury of unspecified body region	0.743527710437775	*	0	1	0	0	0	0	0	1	0	0	0	0	0	0
ST19_SUPERF_INJURY_HIP_THIGH	Superficial injury of hip and thigh	S76	Injury of muscle and tendon at hip and thigh level	0.775599956512451	*	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ST19_TRAUMAT_SUBDU_HAEMORRHAGE	Traumatic subdural haemorrhage	I61	Intracerebral haemorrhage	0.743717730045319	*	0	1	1	0	0	0	0	1	0	1	0	0	0	0
