phenocode	name	category
C3_SKIN	Malignant neoplasm of skin	II Neoplasms, from cancer register (ICD-O-3)
C3_SKIN_EXALLC	Malignant neoplasm of skin (all cancers excluded)	II Neoplasms, from cancer register (ICD-O-3)
C3_SMALL_INTESTINE	Malignant neoplasm of small intestine	II Neoplasms, from cancer register (ICD-O-3)
C3_SMALL_INTESTINE_EXALLC	Malignant neoplasm of small intestine (all cancers excluded)	II Neoplasms, from cancer register (ICD-O-3)
C3_SPINAL_CORD_CRANIAL_AND_OTHER_CNS	"Malignant neoplasm of spinal cord, cranial nerves and other parts of central nervous system"	II Neoplasms, from cancer register (ICD-O-3)
C3_SPINAL_CORD_CRANIAL_AND_OTHER_CNS_EXALLC	"Malignant neoplasm of spinal cord, cranial nerves and other parts of central nervous system" (all cancers excluded)	II Neoplasms, from cancer register (ICD-O-3)
C3_STOMACH	Malignant neoplasm of stomach	II Neoplasms, from cancer register (ICD-O-3)
C3_STOMACH_EXALLC	Malignant neoplasm of stomach (all cancers excluded)	II Neoplasms, from cancer register (ICD-O-3)
C3_TESTIS	Malignant neoplasm of testis	II Neoplasms, from cancer register (ICD-O-3)
C3_TESTIS_EXALLC	Malignant neoplasm of testis (all cancers excluded)	II Neoplasms, from cancer register (ICD-O-3)
C3_THYROID_GLAND	Malignant neoplasm of thyroid gland	II Neoplasms, from cancer register (ICD-O-3)
C3_THYROID_GLAND_EXALLC	Malignant neoplasm of thyroid gland (all cancers excluded)	II Neoplasms, from cancer register (ICD-O-3)
C3_UNCERTAIN_SECONDARY	Secondary uncertain malignant neoplasm	II Neoplasms, from cancer register (ICD-O-3)
C3_UNCERTAIN_SECONDARY_EXALLC	Secondary uncertain malignant neoplasm (all cancers excluded)	II Neoplasms, from cancer register (ICD-O-3)
C3_URINARY_TRACT	Malignant neoplasm of urinary organs	II Neoplasms, from cancer register (ICD-O-3)
C3_URINARY_TRACT_EXALLC	Malignant neoplasm of urinary organs (all cancers excluded)	II Neoplasms, from cancer register (ICD-O-3)
C3_VULVA	Malignant neoplasm of vulva	II Neoplasms, from cancer register (ICD-O-3)
C3_VULVA_EXALLC	Malignant neoplasm of vulva (all cancers excluded)	II Neoplasms, from cancer register (ICD-O-3)
CAMPYLOENTERITIS	Campylobacter enteritis	I Certain infectious and parasitic diseases (AB1_)
CARDIAC_ARRHYTM	Cardiac arrhytmias	Comorbidities of COPD
CD2_BENIGN	Benign neoplasms	II Neoplasms from hospital discharges (CD2_)
CD2_BENIGN_ADRENAL	Benign neoplasm: Adrenal gland	II Neoplasms from hospital discharges (CD2_)
CD2_BENIGN_ADRENAL_EXALLC	Benign neoplasm: Adrenal gland (all cancers excluded)	II Neoplasms from hospital discharges (CD2_)
CD2_BENIGN_ANUS_ANAL_CANAL	Benign neoplasm: Anus and anal canal	II Neoplasms from hospital discharges (CD2_)
CD2_BENIGN_ANUS_ANAL_CANAL_EXALLC	Benign neoplasm: Anus and anal canal (all cancers excluded)	II Neoplasms from hospital discharges (CD2_)
CD2_BENIGN_APPENDIX	Benign neoplasm: Appendix	II Neoplasms from hospital discharges (CD2_)
CD2_BENIGN_APPENDIX_EXALLC	Benign neoplasm: Appendix (all cancers excluded)	II Neoplasms from hospital discharges (CD2_)
CD2_BENIGN_ASCENDING_COLON	Benign neoplasm: Ascending colon	II Neoplasms from hospital discharges (CD2_)
CD2_BENIGN_ASCENDING_COLON_EXALLC	Benign neoplasm: Ascending colon (all cancers excluded)	II Neoplasms from hospital discharges (CD2_)
CD2_BENIGN_BLADDER	Benign neoplasm: Bladder	II Neoplasms from hospital discharges (CD2_)
CD2_BENIGN_BLADDER_EXALLC	Benign neoplasm: Bladder (all cancers excluded)	II Neoplasms from hospital discharges (CD2_)
CD2_BENIGN_BONE_CARTILAGE	Benign neoplasm of bone and articular cartilage	II Neoplasms from hospital discharges (CD2_)
CD2_BENIGN_BONE_CARTILAGE_EXALLC	Benign neoplasm of bone and articular cartilage (all cancers excluded)	II Neoplasms from hospital discharges (CD2_)
CD2_BENIGN_BONE_CARTILAGE_NOS	"Benign neoplasm: Bone and articular cartilage, unspecified"	II Neoplasms from hospital discharges (CD2_)
CD2_BENIGN_BONE_CARTILAGE_NOS_EXALLC	"Benign neoplasm: Bone and articular cartilage, unspecified" (all cancers excluded)	II Neoplasms from hospital discharges (CD2_)
CD2_BENIGN_BONE_LONG_LOWER	Benign neoplasm: Long bones of lower limb	II Neoplasms from hospital discharges (CD2_)
CD2_BENIGN_BONE_LONG_LOWER_EXALLC	Benign neoplasm: Long bones of lower limb (all cancers excluded)	II Neoplasms from hospital discharges (CD2_)
CD2_BENIGN_BONE_SCAPULA_LONG_UPPER	Benign neoplasm: Scapula and long bones of upper limb	II Neoplasms from hospital discharges (CD2_)
CD2_BENIGN_BONE_SCAPULA_LONG_UPPER_EXALLC	Benign neoplasm: Scapula and long bones of upper limb (all cancers excluded)	II Neoplasms from hospital discharges (CD2_)
CD2_BENIGN_BONE_SHORT_LOWER	Benign neoplasm: Short bones of lower limb	II Neoplasms from hospital discharges (CD2_)
CD2_BENIGN_BONE_SHORT_LOWER_EXALLC	Benign neoplasm: Short bones of lower limb (all cancers excluded)	II Neoplasms from hospital discharges (CD2_)
CD2_BENIGN_BONE_SHORT_UPPER	Benign neoplasm: Short bones of upper limb	II Neoplasms from hospital discharges (CD2_)
CD2_BENIGN_BONE_SHORT_UPPER_EXALLC	Benign neoplasm: Short bones of upper limb (all cancers excluded)	II Neoplasms from hospital discharges (CD2_)
CD2_BENIGN_BONE_SKULL_FACE	Benign neoplasm: Bones of skull and face	II Neoplasms from hospital discharges (CD2_)
CD2_BENIGN_BONE_SKULL_FACE_EXALLC	Benign neoplasm: Bones of skull and face (all cancers excluded)	II Neoplasms from hospital discharges (CD2_)
CD2_BENIGN_BRAIN_CNS	Benign neoplasm of brain and other parts of central nervous system	II Neoplasms from hospital discharges (CD2_)
CD2_BENIGN_BRAIN_CNS_EXALLC	Benign neoplasm of brain and other parts of central nervous system (all cancers excluded)	II Neoplasms from hospital discharges (CD2_)
CD2_BENIGN_BRAIN_NOS	"Benign neoplasm: Brain, unspecified"	II Neoplasms from hospital discharges (CD2_)
CD2_BENIGN_BRAIN_NOS_EXALLC	"Benign neoplasm: Brain, unspecified" (all cancers excluded)	II Neoplasms from hospital discharges (CD2_)
CD2_BENIGN_BRAIN_SUPRATENT	"Benign neoplasm: Brain, supratentorial"	II Neoplasms from hospital discharges (CD2_)
CD2_BENIGN_BRAIN_SUPRATENT_EXALLC	"Benign neoplasm: Brain, supratentorial" (all cancers excluded)	II Neoplasms from hospital discharges (CD2_)
CD2_BENIGN_BREAST	Benign neoplasm of breast	II Neoplasms from hospital discharges (CD2_)
CD2_BENIGN_BREAST_EXALLC	Benign neoplasm of breast (all cancers excluded)	II Neoplasms from hospital discharges (CD2_)
CD2_BENIGN_BRONCHUS_LUNG	Benign neoplasm: Bronchus and lung	II Neoplasms from hospital discharges (CD2_)
CD2_BENIGN_BRONCHUS_LUNG_EXALLC	Benign neoplasm: Bronchus and lung (all cancers excluded)	II Neoplasms from hospital discharges (CD2_)
CD2_BENIGN_CAECUM	Benign neoplasm: Caecum	II Neoplasms from hospital discharges (CD2_)
CD2_BENIGN_CAECUM_EXALLC	Benign neoplasm: Caecum (all cancers excluded)	II Neoplasms from hospital discharges (CD2_)
CD2_BENIGN_CHOROID	Benign neoplasm: Choroid	II Neoplasms from hospital discharges (CD2_)
CD2_BENIGN_CHOROID_EXALLC	Benign neoplasm: Choroid (all cancers excluded)	II Neoplasms from hospital discharges (CD2_)
CD2_BENIGN_COLON	Benign neoplasm: Colon	II Neoplasms from hospital discharges (CD2_)
CD2_BENIGN_COLON_EXALLC	Benign neoplasm: Colon (all cancers excluded)	II Neoplasms from hospital discharges (CD2_)
CD2_BENIGN_COLON_NOS	"Benign neoplasm: Colon, unspecified"	II Neoplasms from hospital discharges (CD2_)
CD2_BENIGN_COLON_NOS_EXALLC	"Benign neoplasm: Colon, unspecified" (all cancers excluded)	II Neoplasms from hospital discharges (CD2_)
CD2_BENIGN_COLORECANI	"Benign neoplasm of colon, rectum, anus and anal canal"	II Neoplasms from hospital discharges (CD2_)
CD2_BENIGN_COLORECANI_EXALLC	"Benign neoplasm of colon, rectum, anus and anal canal" (all cancers excluded)	II Neoplasms from hospital discharges (CD2_)
CD2_BENIGN_CONJUNCTIVA	Benign neoplasm: Conjunctiva	II Neoplasms from hospital discharges (CD2_)
CD2_BENIGN_CONJUNCTIVA_EXALLC	Benign neoplasm: Conjunctiva (all cancers excluded)	II Neoplasms from hospital discharges (CD2_)
CD2_BENIGN_CONNECTIVE_SOFT	Other benign neoplasms of connective and other soft tissue	II Neoplasms from hospital discharges (CD2_)
CD2_BENIGN_CONNECTIVE_SOFT_EXALLC	Other benign neoplasms of connective and other soft tissue (all cancers excluded)	II Neoplasms from hospital discharges (CD2_)
CD2_BENIGN_CONNSOFT_HEADFACETRUNK	"Benign neoplasm: Connective and other soft tissue of head, face and neck"	II Neoplasms from hospital discharges (CD2_)
CD2_BENIGN_CONNSOFT_HEADFACETRUNK_EXALLC	"Benign neoplasm: Connective and other soft tissue of head, face and neck" (all cancers excluded)	II Neoplasms from hospital discharges (CD2_)
CD2_BENIGN_CONNSOFT_LOWERLIMB	"Benign neoplasm: Connective and other soft tissue of lower limb, including hip"	II Neoplasms from hospital discharges (CD2_)
CD2_BENIGN_CONNSOFT_LOWERLIMB_EXALLC	"Benign neoplasm: Connective and other soft tissue of lower limb, including hip" (all cancers excluded)	II Neoplasms from hospital discharges (CD2_)
CD2_BENIGN_CONNSOFT_NOS	"Benign neoplasm: Connective and other soft tissue, unspecified"	II Neoplasms from hospital discharges (CD2_)
CD2_BENIGN_CONNSOFT_NOS_EXALLC	"Benign neoplasm: Connective and other soft tissue, unspecified" (all cancers excluded)	II Neoplasms from hospital discharges (CD2_)
CD2_BENIGN_CONNSOFT_TRUNK	"Benign neoplasm: Connective and other soft tissue of trunk, unspecified"	II Neoplasms from hospital discharges (CD2_)
CD2_BENIGN_CONNSOFT_TRUNK_EXALLC	"Benign neoplasm: Connective and other soft tissue of trunk, unspecified" (all cancers excluded)	II Neoplasms from hospital discharges (CD2_)
CD2_BENIGN_CONNSOFT_UPPERLIMB	"Benign neoplasm: Connective and other soft tissue of upper limb, including shoulder"	II Neoplasms from hospital discharges (CD2_)
CD2_BENIGN_CONNSOFT_UPPERLIMB_EXALLC	"Benign neoplasm: Connective and other soft tissue of upper limb, including shoulder" (all cancers excluded)	II Neoplasms from hospital discharges (CD2_)
CD2_BENIGN_CORPUS_UTERI	Other benign neoplasm of uterus: Corpus uteri	II Neoplasms from hospital discharges (CD2_)
CD2_BENIGN_CORPUS_UTERI_EXALLC	Other benign neoplasm of uterus: Corpus uteri (all cancers excluded)	II Neoplasms from hospital discharges (CD2_)
CD2_BENIGN_CRANIAL_NERVE	Benign neoplasm: Cranial nerves	II Neoplasms from hospital discharges (CD2_)
CD2_BENIGN_CRANIAL_NERVE_EXALLC	Benign neoplasm: Cranial nerves (all cancers excluded)	II Neoplasms from hospital discharges (CD2_)
CD2_BENIGN_DESCENDING_COLON	Benign neoplasm: Descending colon	II Neoplasms from hospital discharges (CD2_)
CD2_BENIGN_DESCENDING_COLON_EXALLC	Benign neoplasm: Descending colon (all cancers excluded)	II Neoplasms from hospital discharges (CD2_)
CD2_BENIGN_DUODENUM	Benign neoplasm: Duodenum	II Neoplasms from hospital discharges (CD2_)
CD2_BENIGN_DUODENUM_EXALLC	Benign neoplasm: Duodenum (all cancers excluded)	II Neoplasms from hospital discharges (CD2_)
CD2_BENIGN_EAR_NASAL_SINUS	"Benign neoplasm: Middle ear, nasal cavity and accessory sinuses"	II Neoplasms from hospital discharges (CD2_)
CD2_BENIGN_EAR_NASAL_SINUS_EXALLC	"Benign neoplasm: Middle ear, nasal cavity and accessory sinuses" (all cancers excluded)	II Neoplasms from hospital discharges (CD2_)
CD2_BENIGN_EAR_RESP	Benign neoplasm of middle ear and respiratory system	II Neoplasms from hospital discharges (CD2_)
CD2_BENIGN_EAR_RESP_EXALLC	Benign neoplasm of middle ear and respiratory system (all cancers excluded)	II Neoplasms from hospital discharges (CD2_)
CD2_BENIGN_ENDOCRINE_OTH	Benign neoplasm of other and unspecified endocrine glands	II Neoplasms from hospital discharges (CD2_)
CD2_BENIGN_ENDOCRINE_OTH_EXALLC	Benign neoplasm of other and unspecified endocrine glands (all cancers excluded)	II Neoplasms from hospital discharges (CD2_)
CD2_BENIGN_EXALLC	Benign neoplasms (all cancers excluded)	II Neoplasms from hospital discharges (CD2_)
CD2_BENIGN_EYE	Benign neoplasm of eye and adnexa	II Neoplasms from hospital discharges (CD2_)
CD2_BENIGN_EYE_EXALLC	Benign neoplasm of eye and adnexa (all cancers excluded)	II Neoplasms from hospital discharges (CD2_)
CD2_BENIGN_FEMALE_GEN_OTH	Benign neoplasm of other and unspecified female genital organs	II Neoplasms from hospital discharges (CD2_)
CD2_BENIGN_FEMALE_GEN_OTH_EXALLC	Benign neoplasm of other and unspecified female genital organs (all cancers excluded)	II Neoplasms from hospital discharges (CD2_)
CD2_BENIGN_HEAMANGIOMA_LYMPHANGIOMA	"Haemangioma and lymphangioma, any site"	II Neoplasms from hospital discharges (CD2_)
CD2_BENIGN_HEAMANGIOMA_LYMPHANGIOMA_EXALLC	"Haemangioma and lymphangioma, any site" (all cancers excluded)	II Neoplasms from hospital discharges (CD2_)
CD2_BENIGN_HEMANGIOMA	"Haemangioma, any site"	II Neoplasms from hospital discharges (CD2_)
CD2_BENIGN_HEMANGIOMA_EXALLC	"Haemangioma, any site" (all cancers excluded)	II Neoplasms from hospital discharges (CD2_)
CD2_BENIGN_INTRATHORACIC	Benign neoplasm of other and unspecified intrathoracic organs	II Neoplasms from hospital discharges (CD2_)
CD2_BENIGN_INTRATHORACIC_EXALLC	Benign neoplasm of other and unspecified intrathoracic organs (all cancers excluded)	II Neoplasms from hospital discharges (CD2_)
CD2_BENIGN_KIDNEY	Benign neoplasm: Kidney	II Neoplasms from hospital discharges (CD2_)
CD2_BENIGN_KIDNEY_EXALLC	Benign neoplasm: Kidney (all cancers excluded)	II Neoplasms from hospital discharges (CD2_)
CD2_BENIGN_LARYNX	Benign neoplasm: Larynx	II Neoplasms from hospital discharges (CD2_)
CD2_BENIGN_LARYNX_EXALLC	Benign neoplasm: Larynx (all cancers excluded)	II Neoplasms from hospital discharges (CD2_)
CD2_BENIGN_LEIOMYOMA_UTERI	Leiomyoma of uterus	II Neoplasms from hospital discharges (CD2_)
CD2_BENIGN_LEIOMYOMA_UTERI_EXALLC	Leiomyoma of uterus (all cancers excluded)	II Neoplasms from hospital discharges (CD2_)
CD2_BENIGN_LIP	Benign neoplasm: Lip	II Neoplasms from hospital discharges (CD2_)
CD2_BENIGN_LIPOMATOUS	Benign lipomatous neoplasm	II Neoplasms from hospital discharges (CD2_)
CD2_BENIGN_LIPOMATOUS_EXALLC	Benign lipomatous neoplasm (all cancers excluded)	II Neoplasms from hospital discharges (CD2_)
CD2_BENIGN_LIPO_NOS	Benign lipomatous neoplasm of other sites/unspecified	II Neoplasms from hospital discharges (CD2_)
CD2_BENIGN_LIPO_NOS_EXALLC	Benign lipomatous neoplasm of other sites/unspecified (all cancers excluded)	II Neoplasms from hospital discharges (CD2_)
CD2_BENIGN_LIPO_SKIN_HEADFACENECK	"Benign lipomatous neoplasm of skin and subcutaneous tissue of head, face and neck"	II Neoplasms from hospital discharges (CD2_)
CD2_BENIGN_LIPO_SKIN_HEADFACENECK_EXALLC	"Benign lipomatous neoplasm of skin and subcutaneous tissue of head, face and neck" (all cancers excluded)	II Neoplasms from hospital discharges (CD2_)
CD2_BENIGN_LIPO_SKIN_LIMBS	Benign lipomatous neoplasm of skin and subcutaneous tissue of limbs	II Neoplasms from hospital discharges (CD2_)
CD2_BENIGN_LIPO_SKIN_LIMBS_EXALLC	Benign lipomatous neoplasm of skin and subcutaneous tissue of limbs (all cancers excluded)	II Neoplasms from hospital discharges (CD2_)
CD2_BENIGN_LIPO_SKIN_NOS	Benign lipomatous neoplasm of skin and subcutaneous tissue of other and unspecified sites	II Neoplasms from hospital discharges (CD2_)
CD2_BENIGN_LIPO_SKIN_NOS_EXALLC	Benign lipomatous neoplasm of skin and subcutaneous tissue of other and unspecified sites (all cancers excluded)	II Neoplasms from hospital discharges (CD2_)
CD2_BENIGN_LIPO_SKIN_TRUNK	Benign lipomatous neoplasm of skin and subcutaneous tissue of trunk	II Neoplasms from hospital discharges (CD2_)
CD2_BENIGN_LIPO_SKIN_TRUNK_EXALLC	Benign lipomatous neoplasm of skin and subcutaneous tissue of trunk (all cancers excluded)	II Neoplasms from hospital discharges (CD2_)
CD2_BENIGN_LIP_EXALLC	Benign neoplasm: Lip (all cancers excluded)	II Neoplasms from hospital discharges (CD2_)
CD2_BENIGN_LIVER	Benign neoplasm: Liver	II Neoplasms from hospital discharges (CD2_)
CD2_BENIGN_LIVER_EXALLC	Benign neoplasm: Liver (all cancers excluded)	II Neoplasms from hospital discharges (CD2_)
CD2_BENIGN_LIVE_BILE	Benign neoplasm: Liver/bile ducts	II Neoplasms from hospital discharges (CD2_)
CD2_BENIGN_LIVE_BILE_EXALLC	Benign neoplasm: Liver/bile ducts (all cancers excluded)	II Neoplasms from hospital discharges (CD2_)
CD2_BENIGN_LYMPHANGIOMA	"Lymphangioma, anys site"	II Neoplasms from hospital discharges (CD2_)
CD2_BENIGN_LYMPHANGIOMA_EXALLC	"Lymphangioma, anys site" (all cancers excluded)	II Neoplasms from hospital discharges (CD2_)
CD2_BENIGN_MALE_GEN	Benign neoplasm of male genital organs	II Neoplasms from hospital discharges (CD2_)
CD2_BENIGN_MALE_GEN_EXALLC	Benign neoplasm of male genital organs (all cancers excluded)	II Neoplasms from hospital discharges (CD2_)
CD2_BENIGN_MELANOCYTIC	Melanocytic naevi	II Neoplasms from hospital discharges (CD2_)
CD2_BENIGN_MELANOCYTIC_EXALLC	Melanocytic naevi (all cancers excluded)	II Neoplasms from hospital discharges (CD2_)
CD2_BENIGN_MELANOCYTIC_EYELID	"Melanocytic naevi of eyelid, including canthus"	II Neoplasms from hospital discharges (CD2_)
CD2_BENIGN_MELANOCYTIC_EYELID_EXALLC	"Melanocytic naevi of eyelid, including canthus" (all cancers excluded)	II Neoplasms from hospital discharges (CD2_)
CD2_BENIGN_MELANOCYTIC_FACE	Melanocytic naevi of other and unspecified parts of face	II Neoplasms from hospital discharges (CD2_)
CD2_BENIGN_MELANOCYTIC_FACE_EXALLC	Melanocytic naevi of other and unspecified parts of face (all cancers excluded)	II Neoplasms from hospital discharges (CD2_)
CD2_BENIGN_MELANOCYTIC_LIP	Melanocytic naevi of lip	II Neoplasms from hospital discharges (CD2_)
CD2_BENIGN_MELANOCYTIC_LIP_EXALLC	Melanocytic naevi of lip (all cancers excluded)	II Neoplasms from hospital discharges (CD2_)
CD2_BENIGN_MELANOCYTIC_LOWERLIMB	"Melanocytic naevi of lower limb, including hip"	II Neoplasms from hospital discharges (CD2_)
CD2_BENIGN_MELANOCYTIC_LOWERLIMB_EXALLC	"Melanocytic naevi of lower limb, including hip" (all cancers excluded)	II Neoplasms from hospital discharges (CD2_)
CD2_BENIGN_MELANOCYTIC_NOS	"Melanocytic naevi, other sites/unspecified"	II Neoplasms from hospital discharges (CD2_)
CD2_BENIGN_MELANOCYTIC_NOS_EXALLC	"Melanocytic naevi, other sites/unspecified" (all cancers excluded)	II Neoplasms from hospital discharges (CD2_)
CD2_BENIGN_MELANOCYTIC_SCALPNECK	Melanocytic naevi of scalp and neck	II Neoplasms from hospital discharges (CD2_)
